include,system,tin,entity_type,entity,npis_cigna,npis_aetna,note,business_names_in_payer_files,in_target_list,target_names,nppes_orgs,nppes_states,nppes_sample
?,Northwell,472151802,,PECONIC BAY MEDICAL SERVICES PC,1,0,"name matches, ownership unverified",PECONIC BAY MEDICAL SERVICES PC,0/1,,,NY1,"SAYEGH, SAMIA [Radiology, Diagnostic Radiolog, MANHASSET NY]"
?,Northwell,473722278,,NORTH SHORE LIJ OB-GYN AT NEW HYDE PK PC,1,0,"name matches, ownership unverified",NORTH SHORE LIJ OB-GYN AT NEW HYDE PK PC,0/1,,,NY1,"JACOB, JESSICA [Obstetrics & Gynecology, NEW HYDE PARK NY]"
?,Northwell,133602462,,LENOX HILL EMERGENCY MEDICAL SERVICE,0,1,"name matches, ownership unverified",LENOX HILL EMERGENCY MEDICAL SERVICE,0/4,,LH EMERGENCY MEDICAL SERVICES PC x1,NY4,"LH EMERGENCY MEDICAL SERVICES PC [Emergency Medicine, NEW YORK NY] | MARIN, MICHAEL [Emergency Medicine, NEW YORK NY] | FINGER, RALPH [Emergency Medicine, NEW YORK NY]"
?,Northwell,134107082,,"STATEN ISLAND UNIVERSITY HOSPITAL PERINATOLOGY, PC",0,1,"name matches, ownership unverified","STATEN ISLAND UNIVERSITY HOSPITAL PERINATOLOGY, PC",0/1,,"STATEN ISLAND UNIVERSITY HOSPITAL PERINATOLOGY, PC x1",NY1,"STATEN ISLAND UNIVERSITY HOSPITAL PERINATOLOGY, PC [Obstetrics & Gynecology, Mater, STATEN ISLAND NY]"
?,Northwell,200719612,,ADVANCED IMAGING AND RADIOLOGY OF LENOX HILL,0,1,"name matches, ownership unverified",ADVANCED IMAGING AND RADIOLOGY OF LENOX HILL,0/2,,ADVANCED IMAGING & RADIOLOGY OF LENOX HILL HOSPITAL PC x1,"TN1,NY1","ADVANCED IMAGING & RADIOLOGY OF LENOX HILL HOSPITAL PC [Internal Medicine, Cardiovascu, KNOXVILLE TN] | WOLFF, STEVEN [Radiology, Diagnostic Radiolog, NEW YORK NY]"
?,Northwell,223970667,,"NORTH SHORE-LIJ RADIOLOGY SERVICES, P.C.",0,1,"name matches, ownership unverified","NORTH SHORE-LIJ RADIOLOGY SERVICES, P.C.",0/15,,"NORTH SHORE RADIOLOGY AT GLEN COVE PC x1; ADVANCED MEDICAL IMAGING OF LONG ISLAND PC x1; GREAT NECK RADIOLOGISTS, PC x1",NY3,"NORTH SHORE RADIOLOGY AT GLEN COVE PC [, WESTBURY NY] | ADVANCED MEDICAL IMAGING OF LONG ISLAND PC [Radiology, Diagnostic Radiolog, GREAT NECK NY] | GREAT NECK RADIOLOGISTS, PC [Radiology, Diagnostic Radiolog, GREAT NECK NY]"
?,Northwell,273957752,,NORTH SHORE-LIJ MEDICAL GROUP IM,0,1,"name matches, ownership unverified",NORTH SHORE-LIJ MEDICAL GROUP IM,0/9,,"NORTH SHORE LIJ MEDICAL GROUP AT NORTH NASSAU, PC x1; NORTH SHORE - LIJ MEDICAL GROUP AT SYOSSET PC x1","NY7,1","MOULINIE, PAUL [Internal Medicine, SYOSSET NY] | PALLA, VENUGOPAL [Internal Medicine, SYOSSET NY] | STICKELMAN, ELISA [Nurse Practitioner, Adult Heal, EAST SETAUKET NY]"
?,Northwell,112223066,,LENOX HILL RADIOLOGY,0,1,"name matches, ownership unverified",LENOX HILL RADIOLOGY,0/29,,,"NY9,PA2,1","(not in NPPES) [,  ] | DECKER, MARK [Radiology, Diagnostic Radiolog, LINDENHURST NY] | GRAPPELL, PAUL [Radiology, Diagnostic Radiolog, PLAINVIEW NY]"
?,Northwell,133143253,,LENOX HILL RADIOLOGY AND MEDICAL IMAGING ASSOCIATE,0,1,"name matches, ownership unverified",LENOX HILL RADIOLOGY AND MEDICAL IMAGING ASSOCIATE,0/5,,"PARK WEST RADIOLOGY, PC x1","NY4,1","(not in NPPES) [,  ] | PARK WEST RADIOLOGY, PC [, NEW YORK NY] | IGEL, NATALIE [Radiology, Diagnostic Radiolog, NEW YORK NY]"
?,NYU Langone/Northwell,461617561,,LANGONE DANIEL E,1073,4,"name matches, ownership unverified",LANGONE DANIEL E; NORTH SHORE-LIJ ANESTHESIOLOGY PC; NORTH SHORE-LIJ MEDICAL PC,1/1276,MONTEFIORE MEDICAL CENTER x1,,"NY8,PA2,1","(not in NPPES) [,  ] | STEFAN, DELIA [Internal Medicine, Endocrinolo, PHILADELPHIA PA] | MILLER, LINDSY [Anesthesiology, MINEOLA NY]"
?,NYP/WMC,562662502,,NEW YORK-PRESBYTERIAN MEDICAL GROUP/HUDSON VALLEY,227,1,"name matches, ownership unverified",NEW YORK-PRESBYTERIAN MEDICAL GROUP/HUDSON VALLEY; WESTCHESTER MEDICAL PRACTICE PC,0/267,,"LAWRENCE MEDICAL ASSOCIATES, PC x1","NY9,CT1","BELKIN, NICOLE [Orthopaedic Surgery, YORKTOWN HEIGHTS NY] | HICKERNELL, THOMAS [Orthopaedic Surgery, STAMFORD CT] | RAJESH, ELSEY [Nurse Practitioner, Acute Care, CORTLANDT MANOR NY]"
?,NYP/WMC,264076297,,NYP MEDICAL GROUP WESTCHESTER OB/GYN,0,2,"name matches, ownership unverified",NYP MEDICAL GROUP WESTCHESTER OB/GYN; WESTCHESTER MEDICAL CENTER ADVANCED PHYSICIAN,0/435,,"LAWRENCE MEDICAL ASSOCIATES, PC x1","NY10,TN1,MD1","BELKIN, NICOLE [Orthopaedic Surgery, YORKTOWN HEIGHTS NY] | GOOD, PAMELA [Student in an Organized Health, NEW YORK NY] | IRANPOUR BOROUJENI, TANNAZ [Internal Medicine, BRONX NY]"
N,Mount Sinai,363305449,,MOUNT SINAI COMMUNITY FOUNDATEION DBA SI,409,0,Sinai Chicago,MOUNT SINAI COMMUNITY FOUNDATEION DBA SI,,,,,
N,Mount Sinai,223452311,,NEWARK BETH ISRAEL MED CTR,77,0,"Newark Beth Israel (NJ, RWJBarnabas)",NEWARK BETH ISRAEL MED CTR,,,,,
N,Mount Sinai,361509000,,MOUNT SINAI HOSPITAL,7,0,"Mount Sinai Hospital, Chicago",MOUNT SINAI HOSPITAL,,,,,
N,Mount Sinai,590624424,,MOUNT SINAI MEDICAL CENTER OF FLORIDA IN,3,0,Mount Sinai Medical Center of Florida,MOUNT SINAI MEDICAL CENTER OF FLORIDA IN,,,,,
N,Mount Sinai,994559342,,MOUNT SINAI MEDICAL SERVICES OF NEW MEXICO LLC,2,0,Mount Sinai Medical Services of New Mexico,MOUNT SINAI MEDICAL SERVICES OF NEW MEXICO LLC,,,,,
N,Mount Sinai,061422973,,MOUNT SINAI REHABILTIATION HOSPITAL INC,2,0,"Mount Sinai Rehabilitation Hospital, CT",MOUNT SINAI REHABILTIATION HOSPITAL INC,,,,,
N,Mount Sinai,825389789,,MOUNT SINAI MEDICAL CENTER OF FLORIDA IN,1,0,Mount Sinai Medical Center of Florida,MOUNT SINAI MEDICAL CENTER OF FLORIDA IN,,,,,
N,NYU Langone,043548519,,REVERE-WINTHROP PEDIATRICS INC,2,0,Revere-Winthrop Pediatrics (MA),REVERE-WINTHROP PEDIATRICS INC,,,,,
N,NYU Langone,851185974,,WINTHROP F WHITCOMB MD,1,0,individual,WINTHROP F WHITCOMB MD,,,,,
N,NYU Langone,043237404,,WINTHROP COMMUNITY HEALTH CENTER,1,0,Winthrop Community Health Center (MA),WINTHROP COMMUNITY HEALTH CENTER,,,,,
N,NYU Langone,421914058,,RACHEL WINTHROP LLC,1,0,individual,RACHEL WINTHROP LLC,,,,,
N,NYU Langone,871182510,,WINTHROP CHIROPRACTIC CORPORATION APC,1,0,Winthrop Chiropractic (CA),WINTHROP CHIROPRACTIC CORPORATION APC,,,,,
N,NYU Langone,680420554,,WINTHROP HALL MD,1,0,individual,WINTHROP HALL MD,,,,,
N,NYU Langone,133956599,,WINTHROP ZACHARY A,0,3,individual named Winthrop,WINTHROP ZACHARY A,,,,,
N,NYU Langone,832675429,,LAWSON NICHOLAS WINTHROP,0,3,individual,LAWSON NICHOLAS WINTHROP; MILLS-MALANGONE RICHARD,,,,,
N,NYU Langone,841856765,,LAWSON NICHOLAS WINTHROP,0,3,individual,LAWSON NICHOLAS WINTHROP; MILLS-MALANGONE RICHARD,,,,,
N,NYP,850105601,,PRESBYTERIAN HEALTHCARE SERVICES,1732,0,Presbyterian Healthcare Services (NM),PRESBYTERIAN HEALTHCARE SERVICES,,,,,
N,NYP,250965480,,UPMC PRESBYTERIAN HOSPITAL,359,0,UPMC Presbyterian,UPMC PRESBYTERIAN HOSPITAL,,,,,
N,NYP,850206810,,PRESBYTERIAN MEDICAL SERVICES INC,227,0,Presbyterian Medical Services (NM),PRESBYTERIAN MEDICAL SERVICES INC,,,,,
N,NYP,560554230,,THE PRESBYTERIAN HOSPITAL,214,0,Presbyterian Hospital (NC),THE PRESBYTERIAN HOSPITAL,,,,,
N,NYP,911780102,,RUSH PRESBYTERIAN ST LIKES MEDICAL,45,0,a different Presbyterian,RUSH PRESBYTERIAN ST LIKES MEDICAL,,,,,
N,NYP,911780163,,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,34,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,,,,,
N,NYP,566099991,,PRESBYTERIAN PATHOLOGY GRO,27,0,a different Presbyterian,PRESBYTERIAN PATHOLOGY GRO,,,,,
N,NYP,911780037,,RUSH PRESBYTERIAN ST LUKES MED,17,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MED,,,,,
N,NYP,232723154,,PRESBYTERIAN MULTI-SPECIALTY GROUP PRACT,17,0,a different Presbyterian,PRESBYTERIAN MULTI-SPECIALTY GROUP PRACT,,,,,
N,NYP,850373591,,PRESBYTERIAN EAR INSTITUTE,15,0,a different Presbyterian,PRESBYTERIAN EAR INSTITUTE,,,,,
N,NYP,592750846,,PRESBYTERIAN COUNSELING CENTER,13,0,a different Presbyterian,PRESBYTERIAN COUNSELING CENTER,,,,,
N,NYP,912022072,,RUSH PRESBYTERIAN ST LUKES HOSPITAL,12,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES HOSPITAL,,,,,
N,NYP,912020017,,RUSH-PRESBYTERIAN ST LUKES MEDICAL CTR,12,0,a different Presbyterian,RUSH-PRESBYTERIAN ST LUKES MEDICAL CTR,,,,,
N,NYP,912020018,,RUSH PRESBYTERIAN ST LUKES MEDICAL CTR,12,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MEDICAL CTR,,,,,
N,NYP,561061160,,PRESBYTERIAN SAMARITAN COUNSELINGCENTER,10,0,a different Presbyterian,PRESBYTERIAN SAMARITAN COUNSELINGCENTER,,,,,
N,NYP,561129842,,PRESBYTERIAN COUNSELING CTR,10,0,a different Presbyterian,PRESBYTERIAN COUNSELING CTR,,,,,
N,NYP,912135545,,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,10,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,,,,,
N,NYP,911779986,,RUSH-PRESBYTERIAN ST LUKES MEDICAL CNTR,9,0,a different Presbyterian,RUSH-PRESBYTERIAN ST LUKES MEDICAL CNTR,,,,,
N,NYP,432075459,,PRESBYTERIAN HOSPITAL OF DALLAS,8,0,a different Presbyterian,PRESBYTERIAN HOSPITAL OF DALLAS,,,,,
N,NYP,911780068,,RUSH PRESBYTERIAN ST LUKES S MED CENTER,7,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES S MED CENTER,,,,,
N,NYP,911331528,,PRESBYTERIAN COUNSELING SVC,6,0,a different Presbyterian,PRESBYTERIAN COUNSELING SVC,,,,,
N,NYP,911268538,,PRESBYTERIAN COUNSELING SERV,6,0,a different Presbyterian,PRESBYTERIAN COUNSELING SERV,,,,,
N,NYP,750818172,,PRESBYTERIAN CHILDRENS HOME AND SERVICES,6,0,a different Presbyterian,PRESBYTERIAN CHILDRENS HOME AND SERVICES,,,,,
N,NYP,752770738,,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,6,0,a different Presbyterian,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,,,,,
N,NYP,232941518,,PRESBYTERIAN HOMES INC,5,0,a different Presbyterian,PRESBYTERIAN HOMES INC,,,,,
N,NYP,590931267,,PRESBYTERIAN RETIREMENT COMMUNITIES INC,4,0,a different Presbyterian,PRESBYTERIAN RETIREMENT COMMUNITIES INC,,,,,
N,NYP,951643327,,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,3,0,a different Presbyterian,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,,,,,
N,NYP,620698709,,PRESBYTERIAN HOMES OF TENNESSEE,3,0,a different Presbyterian,PRESBYTERIAN HOMES OF TENNESSEE,,,,,
N,NYP,562193249,,PRESBYTERIAN REGIONAL HEALTHCARE CORP,3,0,a different Presbyterian,PRESBYTERIAN REGIONAL HEALTHCARE CORP,,,,,
N,NYP,721568954,,PRESBYTERIAN IMAGING CENTERS LLC,3,0,a different Presbyterian,PRESBYTERIAN IMAGING CENTERS LLC,,,,,
N,NYP,751047527,,TX HLTH PRESBYTERIAN HOSPITAL DALLAS,3,0,a different Presbyterian,TX HLTH PRESBYTERIAN HOSPITAL DALLAS,,,,,
N,NYP,562217545,,PRESBYTERIAN WOMENS CARE CORP,2,0,a different Presbyterian,PRESBYTERIAN WOMENS CARE CORP,,,,,
N,NYP,260069792,,PRESBYTERIAN BREAST CENTER LLC,2,0,a different Presbyterian,PRESBYTERIAN BREAST CENTER LLC,,,,,
N,NYP,560564344,,THE PRESBYTERIAN HOME INC,2,0,a different Presbyterian,THE PRESBYTERIAN HOME INC,,,,,
N,NYP,561376368,,PRESBYTERIAN HOSPITAL,2,0,a different Presbyterian,PRESBYTERIAN HOSPITAL,,,,,
N,NYP,231352512,,PRESBYTERIAN HOMES IN THE PRESBYERY OF H,2,0,a different Presbyterian,PRESBYTERIAN HOMES IN THE PRESBYERY OF H,,,,,
N,NYP,562090263,,PRESBYTERIAN ORTHOPAEDIC HOSPITAL LLC,2,0,a different Presbyterian,PRESBYTERIAN ORTHOPAEDIC HOSPITAL LLC,,,,,
N,NYP,751094140,,GRACE PRESBYTERIAN MINISTRIES INC,2,0,a different Presbyterian,GRACE PRESBYTERIAN MINISTRIES INC,,,,,
N,NYP,752890358,,PRESBYTERIAN HOSP OF ALLE,2,0,a different Presbyterian,PRESBYTERIAN HOSP OF ALLE,,,,,
N,NYP,251729925,,REDSTONE PRESBYTERIAN SENIOR,1,0,a different Presbyterian,REDSTONE PRESBYTERIAN SENIOR,,,,,
N,NYP,710419191,,VERA LLOYD PRESBYTERIAN FAMILY SERVICES,1,0,a different Presbyterian,VERA LLOYD PRESBYTERIAN FAMILY SERVICES,,,,,
N,NYP,251413291,,THE PRESBYTERIAN MEDICAL CENTER OF WASHINGTON PENNSYLVANIA INC,1,0,a different Presbyterian,THE PRESBYTERIAN MEDICAL CENTER OF WASHINGTON PENNSYLVANIA INC,,,,,
N,NYP,250974327,,REFORMED PRESBYTERIAN WOMANS ASSN,1,0,a different Presbyterian,REFORMED PRESBYTERIAN WOMANS ASSN,,,,,
N,NYP,842748057,,PRESBYTERIAN HOSPITAL ASC,1,0,a different Presbyterian,PRESBYTERIAN HOSPITAL ASC,,,,,
N,NYP,251469798,,WILLOWS OF PRESBYTERIAN SR CARE,1,0,a different Presbyterian,WILLOWS OF PRESBYTERIAN SR CARE,,,,,
N,NYP,362167074,,THE COUNSELING CENTE FIRST PRESBYTERIAN,1,0,a different Presbyterian,THE COUNSELING CENTE FIRST PRESBYTERIAN,,,,,
N,NYP,203135052,,PRESBYTERIAN SAMEDAY SURGERY CENTER LL,1,0,a different Presbyterian,PRESBYTERIAN SAMEDAY SURGERY CENTER LL,,,,,
N,NYP,510190369,,PRESBYTERIAN VILLAGE NORTH,1,0,a different Presbyterian,PRESBYTERIAN VILLAGE NORTH,,,,,
N,NYP,590624394,,FIRST PRESBYTERIAN CHURCH OF ORLANDO INC,1,0,a different Presbyterian,FIRST PRESBYTERIAN CHURCH OF ORLANDO INC,,,,,
N,NYP,861495452,,PRESBYTERIAN RUST MEDICAL CENTER AS,1,0,a different Presbyterian,PRESBYTERIAN RUST MEDICAL CENTER AS,,,,,
N,NYP,202004162,,KING FARM PRESBYTERIAN RETIREMENT COMM,1,0,a different Presbyterian,KING FARM PRESBYTERIAN RETIREMENT COMM,,,,,
N,NYP,262673205,,FREE GRACE PRESBYTERIAN CHURCH INC,1,0,a different Presbyterian,FREE GRACE PRESBYTERIAN CHURCH INC,,,,,
N,NYP,262422926,,PRESBYTERIAN SAMEDAY SURGERY CENTER AT,1,0,a different Presbyterian,PRESBYTERIAN SAMEDAY SURGERY CENTER AT,,,,,
N,NYP,952413054,,FOOTHILL PRESBYTERIAN HOSPITAL,1,0,a different Presbyterian,FOOTHILL PRESBYTERIAN HOSPITAL,,,,,
N,NYP,911780109,,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,1,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,,,,,
N,NYP,912022077,,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,1,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MEDICAL CENTE,,,,,
N,NYP,911780049,,RUSH PRESBYTERIAN ST LUKES MEDICAL,1,0,a different Presbyterian,RUSH PRESBYTERIAN ST LUKES MEDICAL,,,,,
N,NYP,522133513,,PRESBYTERIAN SENIOR LIVING SERVICES INC,1,0,a different Presbyterian,PRESBYTERIAN SENIOR LIVING SERVICES INC,,,,,
N,NYP,521654803,,WESTMINSTER PRESBYTERIAN RETIREMENT COMM,1,0,a different Presbyterian,WESTMINSTER PRESBYTERIAN RETIREMENT COMM,,,,,
N,NYP,951945832,,VALLEY PRESBYTERIAN HOSPITAL,1,0,a different Presbyterian,VALLEY PRESBYTERIAN HOSPITAL,,,,,
N,NYP,752771437,,TEXAS HEALTH PRESBYTERIAN HOSPITAL,1,0,a different Presbyterian,TEXAS HEALTH PRESBYTERIAN HOSPITAL,,,,,
N,NYP,432008974,,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,1,0,a different Presbyterian,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,,,,,
N,NYP,250979369,,PRESBYTERIAN HOMES IN THE PRESBYTERY OF,1,0,a different Presbyterian,PRESBYTERIAN HOMES IN THE PRESBYTERY OF,,,,,
N,NYP,237154996,,NEWTON PRESBYTERIAN MANOR,0,2,a different Presbyterian,NEWTON PRESBYTERIAN MANOR; PARSONS PRESBYTERIAN MANOR,,,,,
N,WMC,133884168,,WESTCHESTER MEDICAL GROUP,530,1,"Westchester Medical Group = WESTMED/Summit Health, not WMC","WESTCHESTER MEDICAL GROUP; WESTCHESTER MEDICAL GROUP PC; WESTCHESTER MEDICAL GROUP PC - INTERNAL MEDICINE; WESTCHESTER MEDICAL GROUP PC - LAB; WESTCHESTER MEDICAL GROUP PC - OB/GYN; WESTCHESTER MEDICAL GROUP PC - RADIOLOGY; WESTCHESTER MEDICAL GROUP, PC",,,,,
N,WMC,261244585,,WMC TYRONE LLC,6,0,WMC Tyrone (PA),WMC TYRONE LLC,,,,,
N,WMC,812417340,,WMC HEALTH GROUP OF KISSIMMEE,2,0,WMC Health Group of Kissimmee (FL),WMC HEALTH GROUP OF KISSIMMEE,,,,,
N,WMC,952019672,,WESTCHESTER MEDICAL GROUP,1,0,Westchester Medical Group (CA),WESTCHESTER MEDICAL GROUP,,,,,
N,Northwell,550675666,,CABELL HUNTINGTON HOSPITAL,127,0,Cabell Huntington Hospital (WV),CABELL HUNTINGTON HOSPITAL,,,,,
N,Northwell,470481628,,PHELPS MEMORIAL HLTH CTR,114,0,Phelps Memorial Health Center (NE),PHELPS MEMORIAL HLTH CTR,,,,,
N,Northwell,932096172,,NORTHWELL HEALTH MEDICAL NJ PC,2,0,Northwell Health Medical NJ (out of state),NORTHWELL HEALTH MEDICAL NJ PC,,,,,
N,Northwell,873549482,,TRUE NORTHWELLNESS PLLC,1,0,True Northwellness,TRUE NORTHWELLNESS PLLC,,,,,
